savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8830.82,0.20,86992
PublicServerGame_05_Final.sav,stable,8757.06,0.25,85680
PublicServerGame_05_Final.sav,today,8364.22,0.32,46400
PublicServerGame_05_Final.sav,yesterday,8435.25,0.11,46272
PublicServerGame_326_Final.sav,baseline,9986.06,0.11,84344
PublicServerGame_326_Final.sav,stable,9765.21,0.13,85072
PublicServerGame_326_Final.sav,today,9485.57,0.11,39564
PublicServerGame_326_Final.sav,yesterday,9423.54,0.05,39588
PublicServerGame_329_Final.sav,baseline,9825.44,0.54,113268
PublicServerGame_329_Final.sav,stable,9780.97,0.25,110304
PublicServerGame_329_Final.sav,today,9212.06,0.33,82636
PublicServerGame_329_Final.sav,yesterday,9298.27,0.74,82652
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8266.35,0.23,82988
lordaro_British-Railways-4th-Oct-2082.sav,stable,8114.33,0.19,83536
lordaro_British-Railways-4th-Oct-2082.sav,today,8122.06,0.32,45012
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,8113.36,0.22,45004
lordaro_biggest_town_ever.sav,baseline,5566.11,0.79,101292
lordaro_biggest_town_ever.sav,stable,5571.82,0.46,99872
lordaro_biggest_town_ever.sav,today,6962.90,0.88,87104
lordaro_biggest_town_ever.sav,yesterday,6876.90,0.56,87356
opntitle-1.0.sav,baseline,6365.75,0.33,53272
opntitle-1.0.sav,stable,6509.45,0.06,50880
opntitle-1.0.sav,today,7701.09,0.59,32256
opntitle-1.0.sav,yesterday,7617.51,0.28,32640
opntitle-1.1.sav,baseline,11104.94,0.31,79564
opntitle-1.1.sav,stable,8679.07,0.17,80956
opntitle-1.1.sav,today,9348.62,0.51,40760
opntitle-1.1.sav,yesterday,9189.69,0.44,38832
opntitle-1.2.sav,baseline,6484.17,0.07,55492
opntitle-1.2.sav,stable,6667.75,0.36,54676
opntitle-1.2.sav,today,7826.55,0.22,36032
opntitle-1.2.sav,yesterday,7637.87,0.22,36148
opntitle-1.3.sav,baseline,6356.01,0.16,55492
opntitle-1.3.sav,stable,6574.69,0.49,54960
opntitle-1.3.sav,today,7637.82,0.12,36016
opntitle-1.3.sav,yesterday,7544.92,0.29,35764
opntitle-1.4.sav,baseline,9112.36,0.38,82648
opntitle-1.4.sav,stable,8076.25,0.18,82472
opntitle-1.4.sav,today,9051.05,0.42,42156
opntitle-1.4.sav,yesterday,9022.12,0.51,41820
opntitle-1.5.sav,baseline,12792.03,0.20,82112
opntitle-1.5.sav,stable,10808.13,0.08,83348
opntitle-1.5.sav,today,13466.38,0.29,38844
opntitle-1.5.sav,yesterday,13578.80,0.40,40628
opntitle-1.7.sav,baseline,11097.15,0.19,78804
opntitle-1.7.sav,stable,8408.94,0.23,80324
opntitle-1.7.sav,today,9936.28,0.52,39604
opntitle-1.7.sav,yesterday,9690.45,0.52,38180
opntitle-1.9.sav,baseline,6362.98,0.15,53276
opntitle-1.9.sav,stable,6553.23,0.27,51200
opntitle-1.9.sav,today,7630.59,0.08,33712
opntitle-1.9.sav,yesterday,7509.96,0.08,33972
opntitle.sav,baseline,11922.11,0.49,78736
opntitle.sav,stable,10099.92,0.34,80768
opntitle.sav,today,10641.34,0.34,37216
opntitle.sav,yesterday,10601.34,0.36,37248
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,21049.72,0.22,136152
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20032.13,0.46,137792
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,16425.74,0.87,128224
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,16499.95,0.31,126288
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10974.09,0.12,88324
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10087.54,0.15,89396
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9808.35,0.36,45220
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9830.57,0.34,45100
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,10995.39,0.15,123308
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12269.13,0.18,123568
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10354.06,0.33,85584
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10268.01,0.27,85580
wentbourne.sav,baseline,46708.07,0.35,301136
wentbourne.sav,stable,45972.12,0.28,294736
wentbourne.sav,today,43869.58,0.76,159028
wentbourne.sav,yesterday,46127.73,0.80,159040
