savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8834.40,0.20,86948
PublicServerGame_05_Final.sav,stable,8831.78,0.16,85680
PublicServerGame_05_Final.sav,today,8431.32,0.27,46268
PublicServerGame_05_Final.sav,yesterday,8421.06,0.10,46304
PublicServerGame_326_Final.sav,baseline,10031.66,0.09,84328
PublicServerGame_326_Final.sav,stable,9778.26,0.10,84956
PublicServerGame_326_Final.sav,today,9542.40,0.18,39952
PublicServerGame_326_Final.sav,yesterday,9543.45,0.20,39900
PublicServerGame_329_Final.sav,baseline,9491.83,0.14,113124
PublicServerGame_329_Final.sav,stable,9472.62,0.35,109752
PublicServerGame_329_Final.sav,today,8753.61,0.31,82820
PublicServerGame_329_Final.sav,yesterday,8707.22,0.09,82712
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8686.54,0.16,82888
lordaro_British-Railways-4th-Oct-2082.sav,stable,8552.98,0.73,83952
lordaro_British-Railways-4th-Oct-2082.sav,today,8348.11,0.36,45000
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,8260.15,0.17,45428
lordaro_biggest_town_ever.sav,baseline,6015.80,0.45,101288
lordaro_biggest_town_ever.sav,stable,6208.30,0.82,99632
lordaro_biggest_town_ever.sav,today,7595.65,0.62,87272
lordaro_biggest_town_ever.sav,yesterday,7678.35,0.26,87272
opntitle-1.0.sav,baseline,6338.56,0.09,53276
opntitle-1.0.sav,stable,6532.23,0.32,51180
opntitle-1.0.sav,today,7425.96,0.18,32384
opntitle-1.0.sav,yesterday,7447.00,0.34,32384
opntitle-1.1.sav,baseline,11596.58,0.37,79876
opntitle-1.1.sav,stable,8917.79,0.51,81708
opntitle-1.1.sav,today,9644.76,0.32,38868
opntitle-1.1.sav,yesterday,9668.28,0.31,38660
opntitle-1.2.sav,baseline,6470.54,0.05,55488
opntitle-1.2.sav,stable,6666.44,0.26,54824
opntitle-1.2.sav,today,7679.41,0.66,36316
opntitle-1.2.sav,yesterday,7611.76,0.09,36316
opntitle-1.3.sav,baseline,6410.50,0.23,55492
opntitle-1.3.sav,stable,6628.74,0.40,54248
opntitle-1.3.sav,today,7385.09,0.43,35804
opntitle-1.3.sav,yesterday,7388.07,0.86,35932
opntitle-1.4.sav,baseline,8356.51,0.45,82760
opntitle-1.4.sav,stable,7597.68,0.29,82492
opntitle-1.4.sav,today,8611.06,0.32,41964
opntitle-1.4.sav,yesterday,8846.20,0.74,41960
opntitle-1.5.sav,baseline,12971.01,0.24,82172
opntitle-1.5.sav,stable,10974.32,0.12,83348
opntitle-1.5.sav,today,13831.44,0.09,40016
opntitle-1.5.sav,yesterday,13704.64,0.20,39428
opntitle-1.7.sav,baseline,10984.63,0.30,78816
opntitle-1.7.sav,stable,8363.94,0.27,80344
opntitle-1.7.sav,today,9864.80,0.38,38484
opntitle-1.7.sav,yesterday,10103.41,0.76,38448
opntitle-1.9.sav,baseline,6340.60,0.03,53428
opntitle-1.9.sav,stable,6556.48,0.22,52572
opntitle-1.9.sav,today,7450.95,0.11,33884
opntitle-1.9.sav,yesterday,7434.42,0.05,33884
opntitle.sav,baseline,11892.15,0.22,78780
opntitle.sav,stable,10100.92,0.21,81004
opntitle.sav,today,10568.49,0.43,37504
opntitle.sav,yesterday,10519.14,0.46,37200
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,19353.01,0.35,136312
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,19415.24,0.89,137124
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15667.11,0.51,128260
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,15602.21,0.70,126228
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10922.17,0.78,88500
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10039.02,0.06,89352
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9912.11,0.43,45012
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9745.63,0.10,45096
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11625.05,0.83,123312
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12827.53,0.89,123500
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10462.31,0.77,85656
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10330.98,0.40,85716
wentbourne.sav,baseline,44132.95,0.54,301096
wentbourne.sav,stable,48900.30,0.32,296396
wentbourne.sav,today,47425.65,0.53,159172
wentbourne.sav,yesterday,45985.57,0.53,159496
