savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8772.97,0.07,86976
PublicServerGame_05_Final.sav,stable,8844.58,0.13,85404
PublicServerGame_05_Final.sav,today,8384.02,0.30,42328
PublicServerGame_05_Final.sav,yesterday,8409.63,0.35,42232
PublicServerGame_326_Final.sav,baseline,10110.33,0.12,84316
PublicServerGame_326_Final.sav,stable,9853.16,0.20,85140
PublicServerGame_326_Final.sav,today,9855.05,0.11,39552
PublicServerGame_326_Final.sav,yesterday,9867.90,0.25,39168
PublicServerGame_329_Final.sav,baseline,9733.01,0.33,112944
PublicServerGame_329_Final.sav,stable,9839.82,0.69,109828
PublicServerGame_329_Final.sav,today,9174.48,0.19,78080
PublicServerGame_329_Final.sav,yesterday,9195.70,0.81,77952
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8299.42,0.31,82888
lordaro_British-Railways-4th-Oct-2082.sav,stable,8123.92,0.55,83836
lordaro_British-Railways-4th-Oct-2082.sav,today,1288.92,0.20,42624
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1284.74,0.24,42752
lordaro_biggest_town_ever.sav,baseline,5398.87,0.18,101200
lordaro_biggest_town_ever.sav,stable,5407.56,0.28,99984
lordaro_biggest_town_ever.sav,today,7312.97,0.10,85756
lordaro_biggest_town_ever.sav,yesterday,7251.61,0.56,86264
opntitle-1.0.sav,baseline,6448.59,0.23,53152
opntitle-1.0.sav,stable,6553.08,0.17,51048
opntitle-1.0.sav,today,7339.81,0.12,32768
opntitle-1.0.sav,yesterday,7327.16,0.10,32640
opntitle-1.1.sav,baseline,11197.25,0.27,79608
opntitle-1.1.sav,stable,8625.72,0.19,81596
opntitle-1.1.sav,today,10178.60,0.69,35828
opntitle-1.1.sav,yesterday,10126.52,0.30,36088
opntitle-1.2.sav,baseline,6553.03,0.05,55496
opntitle-1.2.sav,stable,6696.28,0.37,54700
opntitle-1.2.sav,today,7462.80,0.09,36596
opntitle-1.2.sav,yesterday,7516.08,0.24,36216
opntitle-1.3.sav,baseline,6442.77,0.49,55496
opntitle-1.3.sav,stable,6574.64,0.46,54368
opntitle-1.3.sav,today,7362.88,0.13,36084
opntitle-1.3.sav,yesterday,7380.71,0.31,35832
opntitle-1.4.sav,baseline,9062.41,0.22,82664
opntitle-1.4.sav,stable,8052.12,0.25,82716
opntitle-1.4.sav,today,9410.34,0.15,38832
opntitle-1.4.sav,yesterday,9346.72,0.29,38832
opntitle-1.5.sav,baseline,12868.25,0.24,82052
opntitle-1.5.sav,stable,10983.36,0.11,82940
opntitle-1.5.sav,today,14546.70,0.29,37436
opntitle-1.5.sav,yesterday,14655.21,0.51,37340
opntitle-1.7.sav,baseline,10785.98,0.20,78784
opntitle-1.7.sav,stable,8346.75,0.11,80292
opntitle-1.7.sav,today,10153.54,0.19,36340
opntitle-1.7.sav,yesterday,10079.27,0.15,36336
opntitle-1.9.sav,baseline,6425.90,0.14,53280
opntitle-1.9.sav,stable,6591.59,0.44,52352
opntitle-1.9.sav,today,7351.75,0.12,34036
opntitle-1.9.sav,yesterday,7398.42,0.52,34036
opntitle.sav,baseline,12129.32,0.45,78656
opntitle.sav,stable,10188.31,0.49,81104
opntitle.sav,today,7599.70,0.53,35712
opntitle.sav,yesterday,7623.62,0.23,36096
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,18641.11,0.82,136120
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20022.71,0.54,136620
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,17819.91,0.32,123684
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,14913.30,0.70,124968
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10983.24,0.26,88184
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10126.01,0.35,88736
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9879.76,0.14,44880
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9915.65,0.34,44880
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,10755.68,0.09,123076
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12051.39,0.29,123080
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10173.50,0.69,80464
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10053.26,0.72,80336
wentbourne.sav,baseline,45495.09,0.36,300800
wentbourne.sav,stable,46025.46,0.90,294828
wentbourne.sav,today,44149.02,0.71,151484
wentbourne.sav,yesterday,43183.96,0.62,152120
