savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8700.38,0.13,86944
PublicServerGame_05_Final.sav,stable,8698.43,0.13,85520
PublicServerGame_05_Final.sav,today,8347.66,0.23,46268
PublicServerGame_05_Final.sav,yesterday,8329.57,0.11,46384
PublicServerGame_326_Final.sav,baseline,10268.10,0.38,84280
PublicServerGame_326_Final.sav,stable,9954.55,0.42,85324
PublicServerGame_326_Final.sav,today,9787.79,0.26,43456
PublicServerGame_326_Final.sav,yesterday,9770.71,0.26,39780
PublicServerGame_329_Final.sav,baseline,10774.02,0.35,113212
PublicServerGame_329_Final.sav,stable,10845.95,0.49,109704
PublicServerGame_329_Final.sav,today,10107.04,0.68,82168
PublicServerGame_329_Final.sav,yesterday,9946.22,0.39,82948
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8319.30,0.28,83020
lordaro_British-Railways-4th-Oct-2082.sav,stable,8133.88,0.15,83984
lordaro_British-Railways-4th-Oct-2082.sav,today,8055.60,0.28,45076
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,7960.56,0.09,43136
lordaro_biggest_town_ever.sav,baseline,4895.16,0.29,101284
lordaro_biggest_town_ever.sav,stable,4979.40,0.22,99688
lordaro_biggest_town_ever.sav,today,6107.59,0.35,82880
lordaro_biggest_town_ever.sav,yesterday,6089.42,0.06,83088
opntitle-1.0.sav,baseline,6191.15,0.61,53276
opntitle-1.0.sav,stable,6393.04,0.55,51152
opntitle-1.0.sav,today,7234.63,0.24,32640
opntitle-1.0.sav,yesterday,7207.46,0.48,32768
opntitle-1.1.sav,baseline,11203.15,0.42,79520
opntitle-1.1.sav,stable,8714.42,0.25,81352
opntitle-1.1.sav,today,9650.64,0.39,39904
opntitle-1.1.sav,yesterday,9645.63,0.63,39992
opntitle-1.2.sav,baseline,6481.44,0.07,55492
opntitle-1.2.sav,stable,6646.42,0.07,54676
opntitle-1.2.sav,today,7557.43,0.08,36532
opntitle-1.2.sav,yesterday,7569.16,0.09,36280
opntitle-1.3.sav,baseline,6354.35,0.16,55524
opntitle-1.3.sav,stable,6520.93,0.14,54440
opntitle-1.3.sav,today,7481.32,0.43,36148
opntitle-1.3.sav,yesterday,7385.79,0.04,36152
opntitle-1.4.sav,baseline,9024.23,0.69,82688
opntitle-1.4.sav,stable,8109.26,0.40,82668
opntitle-1.4.sav,today,9097.42,0.37,41992
opntitle-1.4.sav,yesterday,9155.58,0.45,42656
opntitle-1.5.sav,baseline,12702.46,0.27,82108
opntitle-1.5.sav,stable,10866.96,0.14,83408
opntitle-1.5.sav,today,13800.98,0.26,41260
opntitle-1.5.sav,yesterday,13742.87,0.30,40644
opntitle-1.7.sav,baseline,10899.57,0.40,78880
opntitle-1.7.sav,stable,8332.21,0.25,80384
opntitle-1.7.sav,today,9678.34,0.68,38832
opntitle-1.7.sav,yesterday,9633.44,0.20,38536
opntitle-1.9.sav,baseline,6433.80,0.05,53280
opntitle-1.9.sav,stable,6553.52,0.46,51240
opntitle-1.9.sav,today,7490.69,0.32,34104
opntitle-1.9.sav,yesterday,7513.45,0.67,33964
opntitle.sav,baseline,11918.72,0.26,78680
opntitle.sav,stable,10038.40,0.07,81128
opntitle.sav,today,10588.95,0.19,37580
opntitle.sav,yesterday,10708.42,0.63,37660
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,21374.66,0.42,136072
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,22541.74,0.81,138124
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,18418.10,0.57,123816
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,18102.46,0.60,123856
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11282.71,0.29,88160
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10175.95,0.32,88696
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9654.78,0.36,45528
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9527.94,0.20,45492
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11509.96,0.37,123188
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12925.60,0.56,123600
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10680.72,0.22,83944
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10480.15,0.50,84072
wentbourne.sav,baseline,44713.62,0.36,301080
wentbourne.sav,stable,44506.43,0.25,294840
wentbourne.sav,today,42055.59,0.34,155424
wentbourne.sav,yesterday,41924.42,0.25,156300
