savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8826.01,0.08,86904
PublicServerGame_05_Final.sav,stable,8787.13,0.24,85504
PublicServerGame_05_Final.sav,today,8544.14,0.29,42212
PublicServerGame_05_Final.sav,yesterday,8534.83,0.18,42336
PublicServerGame_326_Final.sav,baseline,10071.23,0.12,84348
PublicServerGame_326_Final.sav,stable,9801.98,0.26,84988
PublicServerGame_326_Final.sav,today,9785.90,0.07,39296
PublicServerGame_326_Final.sav,yesterday,9817.83,0.32,39424
PublicServerGame_329_Final.sav,baseline,9678.56,0.28,110932
PublicServerGame_329_Final.sav,stable,9676.48,0.81,109764
PublicServerGame_329_Final.sav,today,9024.35,0.24,77964
PublicServerGame_329_Final.sav,yesterday,9005.40,0.26,77964
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8254.67,0.16,82876
lordaro_British-Railways-4th-Oct-2082.sav,stable,8286.88,0.29,83820
lordaro_British-Railways-4th-Oct-2082.sav,today,1316.82,0.42,42496
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1314.99,0.24,42624
lordaro_biggest_town_ever.sav,baseline,4831.71,0.25,101080
lordaro_biggest_town_ever.sav,stable,4925.22,0.19,99728
lordaro_biggest_town_ever.sav,today,6567.12,0.28,86276
lordaro_biggest_town_ever.sav,yesterday,6529.84,0.21,86264
opntitle-1.0.sav,baseline,6456.64,0.04,53152
opntitle-1.0.sav,stable,6579.95,0.62,51004
opntitle-1.0.sav,today,7407.12,0.07,32768
opntitle-1.0.sav,yesterday,7405.93,0.04,32512
opntitle-1.1.sav,baseline,11137.51,0.35,79460
opntitle-1.1.sav,stable,8598.09,0.38,81296
opntitle-1.1.sav,today,9041.31,0.24,35972
opntitle-1.1.sav,yesterday,9134.12,0.05,35972
opntitle-1.2.sav,baseline,6549.44,0.05,55492
opntitle-1.2.sav,stable,6729.09,0.49,54548
opntitle-1.2.sav,today,7566.65,0.06,36496
opntitle-1.2.sav,yesterday,7569.07,0.09,36480
opntitle-1.3.sav,baseline,6409.06,0.06,55512
opntitle-1.3.sav,stable,6552.60,0.18,54444
opntitle-1.3.sav,today,7415.40,0.06,35972
opntitle-1.3.sav,yesterday,7462.21,0.43,36224
opntitle-1.4.sav,baseline,9020.70,0.26,82668
opntitle-1.4.sav,stable,8070.87,0.20,83312
opntitle-1.4.sav,today,9287.50,0.20,38964
opntitle-1.4.sav,yesterday,9252.08,0.38,38968
opntitle-1.5.sav,baseline,12719.30,0.14,82088
opntitle-1.5.sav,stable,10824.25,0.21,82732
opntitle-1.5.sav,today,13492.02,0.34,37416
opntitle-1.5.sav,yesterday,13613.99,0.17,37284
opntitle-1.7.sav,baseline,10929.32,0.24,78792
opntitle-1.7.sav,stable,8378.49,0.38,80292
opntitle-1.7.sav,today,9342.39,0.17,36224
opntitle-1.7.sav,yesterday,9346.85,0.34,36224
opntitle-1.9.sav,baseline,6478.08,0.25,53156
opntitle-1.9.sav,stable,6630.65,0.44,51176
opntitle-1.9.sav,today,7423.83,0.08,33992
opntitle-1.9.sav,yesterday,7418.30,0.25,33796
opntitle.sav,baseline,11960.62,0.21,78752
opntitle.sav,stable,10187.08,0.24,81384
opntitle.sav,today,7298.29,0.34,35968
opntitle.sav,yesterday,7263.00,0.24,35968
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,18186.38,0.42,136324
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,17875.94,0.33,137912
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,13654.71,0.46,123680
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,13624.35,0.62,123680
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10970.06,0.31,88408
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10047.37,0.33,89960
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9258.62,0.14,44880
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9211.43,0.27,45016
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11075.82,0.72,123164
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12434.34,0.32,124208
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,9938.09,0.31,80164
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,9964.94,0.57,80416
wentbourne.sav,baseline,47103.62,0.49,300772
wentbourne.sav,stable,46537.11,0.67,295100
wentbourne.sav,today,45266.59,0.64,151336
wentbourne.sav,yesterday,46130.30,0.63,151460
