savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8858.15,0.09,86920
PublicServerGame_05_Final.sav,stable,8863.55,0.21,85648
PublicServerGame_05_Final.sav,today,8511.92,0.16,42256
PublicServerGame_05_Final.sav,yesterday,8448.05,0.23,42244
PublicServerGame_326_Final.sav,baseline,10399.42,0.26,84184
PublicServerGame_326_Final.sav,stable,10125.16,0.58,84828
PublicServerGame_326_Final.sav,today,9931.79,0.23,39424
PublicServerGame_326_Final.sav,yesterday,9969.69,0.19,39424
PublicServerGame_329_Final.sav,baseline,9700.03,0.62,112976
PublicServerGame_329_Final.sav,stable,9612.08,0.47,110340
PublicServerGame_329_Final.sav,today,8774.44,0.13,77752
PublicServerGame_329_Final.sav,yesterday,9189.49,0.88,77880
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8233.75,0.18,82788
lordaro_British-Railways-4th-Oct-2082.sav,stable,8107.45,0.20,83656
lordaro_British-Railways-4th-Oct-2082.sav,today,1288.88,0.19,42496
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1291.49,0.45,42496
lordaro_biggest_town_ever.sav,baseline,5312.66,0.28,101196
lordaro_biggest_town_ever.sav,stable,5308.59,0.20,100096
lordaro_biggest_town_ever.sav,today,7034.82,0.15,86200
lordaro_biggest_town_ever.sav,yesterday,7223.25,0.23,86200
opntitle-1.0.sav,baseline,6405.48,0.07,53164
opntitle-1.0.sav,stable,6523.88,0.10,51108
opntitle-1.0.sav,today,7476.61,0.07,32512
opntitle-1.0.sav,yesterday,7527.19,0.06,32512
opntitle-1.1.sav,baseline,11367.77,0.22,79656
opntitle-1.1.sav,stable,8678.05,0.18,81408
opntitle-1.1.sav,today,9668.17,0.54,35752
opntitle-1.1.sav,yesterday,9647.00,0.22,35760
opntitle-1.2.sav,baseline,6564.96,0.17,55500
opntitle-1.2.sav,stable,6727.92,0.29,54756
opntitle-1.2.sav,today,7643.05,0.13,36268
opntitle-1.2.sav,yesterday,7658.02,0.24,36536
opntitle-1.3.sav,baseline,6406.04,0.04,55492
opntitle-1.3.sav,stable,6574.74,0.15,54720
opntitle-1.3.sav,today,7492.48,0.26,35884
opntitle-1.3.sav,yesterday,7499.29,0.11,35760
opntitle-1.4.sav,baseline,9132.96,0.42,82620
opntitle-1.4.sav,stable,8140.89,0.54,82788
opntitle-1.4.sav,today,9223.55,0.25,39008
opntitle-1.4.sav,yesterday,9221.78,0.50,39008
opntitle-1.5.sav,baseline,12887.26,0.34,82000
opntitle-1.5.sav,stable,10848.96,0.18,83140
opntitle-1.5.sav,today,13731.20,0.38,37456
opntitle-1.5.sav,yesterday,13735.07,0.29,37460
opntitle-1.7.sav,baseline,11025.77,0.36,78824
opntitle-1.7.sav,stable,8498.88,0.36,80496
opntitle-1.7.sav,today,9971.64,0.34,36268
opntitle-1.7.sav,yesterday,9914.08,0.28,36268
opntitle-1.9.sav,baseline,6433.27,0.23,53156
opntitle-1.9.sav,stable,6543.24,0.06,52552
opntitle-1.9.sav,today,7491.41,0.11,33836
opntitle-1.9.sav,yesterday,7491.77,0.09,33712
opntitle.sav,baseline,12292.59,0.32,78684
opntitle.sav,stable,10235.75,0.15,81104
opntitle.sav,today,7905.45,0.63,35968
opntitle.sav,yesterday,7968.85,0.34,35968
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,20158.91,0.59,135924
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20402.75,0.64,137792
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15745.21,0.64,123604
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,16013.65,0.30,123520
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11005.03,0.22,88260
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10021.69,0.12,89176
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9311.03,0.25,44680
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9396.35,0.18,44676
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,12236.20,0.76,123080
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,13934.08,0.85,123260
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,11232.90,0.85,80264
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,11445.79,0.81,80264
wentbourne.sav,baseline,45322.40,0.26,301080
wentbourne.sav,stable,45383.22,0.19,294672
wentbourne.sav,today,43097.50,0.15,151152
wentbourne.sav,yesterday,43333.27,0.75,151916
