savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8758.63,0.20,87076
PublicServerGame_05_Final.sav,stable,8723.37,0.13,85340
PublicServerGame_05_Final.sav,today,8545.97,0.24,41908
PublicServerGame_05_Final.sav,yesterday,8516.94,0.71,41776
PublicServerGame_326_Final.sav,baseline,9997.27,0.20,84260
PublicServerGame_326_Final.sav,stable,9773.02,0.33,85048
PublicServerGame_326_Final.sav,today,9738.89,0.15,39040
PublicServerGame_326_Final.sav,yesterday,9752.64,0.14,39040
PublicServerGame_329_Final.sav,baseline,9782.10,0.90,112796
PublicServerGame_329_Final.sav,stable,9557.56,0.14,109820
PublicServerGame_329_Final.sav,today,8768.37,0.62,75744
PublicServerGame_329_Final.sav,yesterday,8689.01,0.50,75740
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8887.32,0.88,82900
lordaro_British-Railways-4th-Oct-2082.sav,stable,8659.40,0.54,83632
lordaro_British-Railways-4th-Oct-2082.sav,today,1381.57,0.50,42112
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1380.07,0.41,42112
lordaro_biggest_town_ever.sav,baseline,7049.00,0.61,101188
lordaro_biggest_town_ever.sav,stable,7172.46,0.42,100244
lordaro_biggest_town_ever.sav,today,10008.16,0.31,85324
lordaro_biggest_town_ever.sav,yesterday,9933.94,0.24,85340
opntitle-1.0.sav,baseline,6414.59,0.11,53152
opntitle-1.0.sav,stable,6543.11,0.13,50412
opntitle-1.0.sav,today,7435.38,0.30,32512
opntitle-1.0.sav,yesterday,7466.12,0.42,32384
opntitle-1.1.sav,baseline,11276.16,0.29,79680
opntitle-1.1.sav,stable,8687.44,0.42,81368
opntitle-1.1.sav,today,9228.13,0.38,35796
opntitle-1.1.sav,yesterday,9137.36,0.28,35924
opntitle-1.2.sav,baseline,6586.40,0.16,55496
opntitle-1.2.sav,stable,6722.53,0.25,54264
opntitle-1.2.sav,today,7611.70,0.57,36304
opntitle-1.2.sav,yesterday,7574.23,0.35,36180
opntitle-1.3.sav,baseline,6459.58,0.50,55492
opntitle-1.3.sav,stable,6583.65,0.33,54336
opntitle-1.3.sav,today,7452.40,0.28,35924
opntitle-1.3.sav,yesterday,7375.04,0.06,35920
opntitle-1.4.sav,baseline,9207.97,0.24,82692
opntitle-1.4.sav,stable,8231.37,0.32,82316
opntitle-1.4.sav,today,9637.26,0.14,37996
opntitle-1.4.sav,yesterday,9725.04,0.38,38120
opntitle-1.5.sav,baseline,12847.20,0.32,82148
opntitle-1.5.sav,stable,10926.56,0.16,83284
opntitle-1.5.sav,today,13993.68,0.29,36676
opntitle-1.5.sav,yesterday,14016.25,0.25,36652
opntitle-1.7.sav,baseline,10909.59,0.47,78916
opntitle-1.7.sav,stable,8350.22,0.22,79988
opntitle-1.7.sav,today,9276.28,0.45,35664
opntitle-1.7.sav,yesterday,9149.83,0.47,35792
opntitle-1.9.sav,baseline,6435.12,0.18,53452
opntitle-1.9.sav,stable,6575.94,0.28,51560
opntitle-1.9.sav,today,7425.43,0.21,33876
opntitle-1.9.sav,yesterday,7405.05,0.08,33872
opntitle.sav,baseline,11972.28,0.18,78768
opntitle.sav,stable,10120.53,0.27,81124
opntitle.sav,today,7301.48,0.33,35584
opntitle.sav,yesterday,7230.88,0.30,35456
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,19256.21,0.36,136228
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,19144.88,0.57,137852
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,14766.63,0.31,121820
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,14812.94,0.67,121940
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10901.81,0.16,88324
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,9985.51,0.20,89136
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,8943.02,0.42,43860
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,8949.38,0.19,43864
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,15964.87,0.53,122784
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,20246.94,0.74,123512
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10126.39,0.62,78576
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10106.45,0.43,78576
wentbourne.sav,baseline,48697.18,0.64,303292
wentbourne.sav,stable,44236.90,0.70,296720
wentbourne.sav,today,42631.03,0.58,139664
wentbourne.sav,yesterday,42769.34,0.88,139024
