savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8887.61,0.11,86736
PublicServerGame_05_Final.sav,stable,8870.73,0.16,85360
PublicServerGame_05_Final.sav,today,8617.59,0.17,43160
PublicServerGame_05_Final.sav,yesterday,8610.16,0.23,42136
PublicServerGame_326_Final.sav,baseline,10201.63,0.07,84188
PublicServerGame_326_Final.sav,stable,9933.82,0.15,84976
PublicServerGame_326_Final.sav,today,10195.04,0.16,39552
PublicServerGame_326_Final.sav,yesterday,10181.80,0.18,39296
PublicServerGame_329_Final.sav,baseline,9942.50,0.22,113044
PublicServerGame_329_Final.sav,stable,9788.39,0.26,109988
PublicServerGame_329_Final.sav,today,9146.87,0.43,77860
PublicServerGame_329_Final.sav,yesterday,9169.39,0.48,76780
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8328.60,0.08,83336
lordaro_British-Railways-4th-Oct-2082.sav,stable,8394.64,0.34,83516
lordaro_British-Railways-4th-Oct-2082.sav,today,1299.95,0.41,42752
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1306.46,0.31,42368
lordaro_biggest_town_ever.sav,baseline,6145.87,0.86,101028
lordaro_biggest_town_ever.sav,stable,5980.63,0.64,99988
lordaro_biggest_town_ever.sav,today,8975.69,0.82,87320
lordaro_biggest_town_ever.sav,yesterday,8811.61,0.36,87708
opntitle-1.0.sav,baseline,6461.45,0.32,51216
opntitle-1.0.sav,stable,6603.82,0.39,50784
opntitle-1.0.sav,today,7412.37,0.29,33792
opntitle-1.0.sav,yesterday,7400.32,0.09,32844
opntitle-1.1.sav,baseline,11525.81,0.34,79624
opntitle-1.1.sav,stable,8799.71,0.40,81188
opntitle-1.1.sav,today,9141.23,0.67,36892
opntitle-1.1.sav,yesterday,9132.30,0.37,36244
opntitle-1.2.sav,baseline,6594.98,0.14,53276
opntitle-1.2.sav,stable,6706.30,0.16,52456
opntitle-1.2.sav,today,7536.03,0.39,34712
opntitle-1.2.sav,yesterday,7513.46,0.19,34584
opntitle-1.3.sav,baseline,6446.22,0.10,53320
opntitle-1.3.sav,stable,6553.63,0.21,52312
opntitle-1.3.sav,today,7381.80,0.08,34200
opntitle-1.3.sav,yesterday,7382.98,0.05,34200
opntitle-1.4.sav,baseline,9287.91,0.34,83216
opntitle-1.4.sav,stable,8268.73,0.36,82880
opntitle-1.4.sav,today,9132.03,0.47,39228
opntitle-1.4.sav,yesterday,9122.61,0.30,38460
opntitle-1.5.sav,baseline,12880.42,0.35,81936
opntitle-1.5.sav,stable,10976.52,0.28,83204
opntitle-1.5.sav,today,13543.33,0.46,37500
opntitle-1.5.sav,yesterday,13513.36,0.13,37112
opntitle-1.7.sav,baseline,10938.37,0.25,79168
opntitle-1.7.sav,stable,8401.37,0.20,80144
opntitle-1.7.sav,today,9174.64,0.54,37020
opntitle-1.7.sav,yesterday,9131.69,0.39,36120
opntitle-1.9.sav,baseline,6444.51,0.06,52192
opntitle-1.9.sav,stable,6605.75,0.30,52568
opntitle-1.9.sav,today,7421.86,0.44,34328
opntitle-1.9.sav,yesterday,7378.91,0.09,34200
opntitle.sav,baseline,11916.95,0.40,79180
opntitle.sav,stable,10170.58,0.67,81124
opntitle.sav,today,7192.40,0.48,36480
opntitle.sav,yesterday,7221.63,0.18,35712
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,23909.67,0.34,136536
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,23296.90,0.14,137656
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,18301.40,0.83,123360
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,18376.21,0.84,123768
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10922.55,0.42,88348
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,9895.94,0.40,89284
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9113.29,0.66,45228
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9012.86,0.50,44200
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,16814.12,0.83,124336
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,19386.63,0.63,123980
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10623.15,0.52,80008
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10825.73,0.82,80528
wentbourne.sav,baseline,47385.94,0.63,300812
wentbourne.sav,stable,46710.95,0.30,295876
wentbourne.sav,today,47064.43,0.81,140256
wentbourne.sav,yesterday,46289.26,0.28,140256
