savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8909.33,0.11,86956
PublicServerGame_05_Final.sav,stable,8928.35,0.19,85372
PublicServerGame_05_Final.sav,today,8663.73,0.17,43368
PublicServerGame_05_Final.sav,yesterday,8646.10,0.19,42344
PublicServerGame_326_Final.sav,baseline,10173.26,0.10,84212
PublicServerGame_326_Final.sav,stable,9878.05,0.12,85448
PublicServerGame_326_Final.sav,today,9843.30,0.28,39424
PublicServerGame_326_Final.sav,yesterday,9925.47,0.06,39424
PublicServerGame_329_Final.sav,baseline,10081.32,0.87,112908
PublicServerGame_329_Final.sav,stable,9741.88,0.41,110292
PublicServerGame_329_Final.sav,today,9082.89,0.78,78412
PublicServerGame_329_Final.sav,yesterday,8994.07,0.60,78140
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8388.74,0.21,82848
lordaro_British-Railways-4th-Oct-2082.sav,stable,8447.83,0.43,83572
lordaro_British-Railways-4th-Oct-2082.sav,today,1329.38,0.09,42624
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1325.84,0.04,42624
lordaro_biggest_town_ever.sav,baseline,6221.19,0.72,101156
lordaro_biggest_town_ever.sav,stable,6140.32,0.58,100376
lordaro_biggest_town_ever.sav,today,8387.07,0.45,85996
lordaro_biggest_town_ever.sav,yesterday,8264.40,0.54,86764
opntitle-1.0.sav,baseline,6433.32,0.09,51292
opntitle-1.0.sav,stable,6595.50,0.34,51308
opntitle-1.0.sav,today,7637.63,0.18,33536
opntitle-1.0.sav,yesterday,7480.84,0.40,32640
opntitle-1.1.sav,baseline,11515.56,0.12,79860
opntitle-1.1.sav,stable,8806.92,0.21,81880
opntitle-1.1.sav,today,9773.33,0.42,36332
opntitle-1.1.sav,yesterday,9671.69,0.26,35564
opntitle-1.2.sav,baseline,6632.09,0.55,53412
opntitle-1.2.sav,stable,6678.55,0.10,52792
opntitle-1.2.sav,today,7890.04,0.15,34288
opntitle-1.2.sav,yesterday,7622.34,0.11,34532
opntitle-1.3.sav,baseline,6468.13,0.36,53408
opntitle-1.3.sav,stable,6598.19,0.21,52212
opntitle-1.3.sav,today,7644.92,0.11,34024
opntitle-1.3.sav,yesterday,7484.27,0.15,34028
opntitle-1.4.sav,baseline,9234.35,0.28,82632
opntitle-1.4.sav,stable,8295.53,0.75,82724
opntitle-1.4.sav,today,10134.75,0.43,39704
opntitle-1.4.sav,yesterday,10108.86,0.50,38820
opntitle-1.5.sav,baseline,13162.79,0.15,82052
opntitle-1.5.sav,stable,11164.47,0.52,83508
opntitle-1.5.sav,today,14499.82,0.45,38156
opntitle-1.5.sav,yesterday,14461.77,0.25,37584
opntitle-1.7.sav,baseline,11203.46,0.31,78860
opntitle-1.7.sav,stable,8536.38,0.08,80348
opntitle-1.7.sav,today,9681.36,0.44,36972
opntitle-1.7.sav,yesterday,9697.02,0.26,36320
opntitle-1.9.sav,baseline,6501.80,0.22,52192
opntitle-1.9.sav,stable,6584.86,0.19,51400
opntitle-1.9.sav,today,7643.92,0.18,34148
opntitle-1.9.sav,yesterday,7525.16,0.37,34016
opntitle.sav,baseline,12537.24,0.20,78648
opntitle.sav,stable,10433.98,0.13,81080
opntitle.sav,today,7724.02,0.36,37248
opntitle.sav,yesterday,7701.49,0.44,35840
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,18237.92,0.30,136036
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,17860.93,0.37,138692
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,13616.57,0.48,123904
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,13613.63,0.74,124252
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11144.52,0.11,88388
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10161.85,0.18,89320
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9487.61,0.18,45116
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9445.76,0.41,44996
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11858.35,0.70,123180
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,13205.24,0.10,123120
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10740.93,0.33,80780
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10356.67,0.51,81532
wentbourne.sav,baseline,44562.01,0.48,300896
wentbourne.sav,stable,44203.66,0.51,296548
wentbourne.sav,today,44685.28,0.27,152596
wentbourne.sav,yesterday,46344.95,0.10,152728
