savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8718.18,0.10,86964
PublicServerGame_05_Final.sav,stable,8745.14,0.19,85136
PublicServerGame_05_Final.sav,today,8617.99,0.68,42572
PublicServerGame_05_Final.sav,yesterday,8976.78,0.22,42444
PublicServerGame_326_Final.sav,baseline,9994.80,0.13,84268
PublicServerGame_326_Final.sav,stable,9752.85,0.07,85080
PublicServerGame_326_Final.sav,today,9781.54,0.18,39296
PublicServerGame_326_Final.sav,yesterday,9882.34,0.44,39552
PublicServerGame_329_Final.sav,baseline,9776.04,0.35,112976
PublicServerGame_329_Final.sav,stable,9710.58,0.53,110076
PublicServerGame_329_Final.sav,today,9117.35,0.57,77240
PublicServerGame_329_Final.sav,yesterday,8982.84,0.33,77196
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8307.05,0.40,82812
lordaro_British-Railways-4th-Oct-2082.sav,stable,8149.79,0.16,83644
lordaro_British-Railways-4th-Oct-2082.sav,today,1311.27,0.30,42752
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1304.18,0.22,42624
lordaro_biggest_town_ever.sav,baseline,4968.23,0.23,101200
lordaro_biggest_town_ever.sav,stable,5014.78,0.68,100080
lordaro_biggest_town_ever.sav,today,6676.64,0.38,85876
lordaro_biggest_town_ever.sav,yesterday,6662.01,0.24,86136
opntitle-1.0.sav,baseline,6460.04,0.50,53152
opntitle-1.0.sav,stable,6567.13,0.54,51144
opntitle-1.0.sav,today,7487.16,0.49,32640
opntitle-1.0.sav,yesterday,7408.13,0.30,32640
opntitle-1.1.sav,baseline,11191.43,0.17,79636
opntitle-1.1.sav,stable,8614.99,0.27,81428
opntitle-1.1.sav,today,9169.37,0.85,35960
opntitle-1.1.sav,yesterday,9103.12,0.21,36076
opntitle-1.2.sav,baseline,6576.55,0.29,55484
opntitle-1.2.sav,stable,6669.22,0.18,54088
opntitle-1.2.sav,today,7646.00,0.15,36720
opntitle-1.2.sav,yesterday,7577.54,0.57,36596
opntitle-1.3.sav,baseline,6412.80,0.08,55496
opntitle-1.3.sav,stable,6525.66,0.10,54876
opntitle-1.3.sav,today,7438.15,0.27,35888
opntitle-1.3.sav,yesterday,7439.79,0.80,36080
opntitle-1.4.sav,baseline,9106.98,0.44,82632
opntitle-1.4.sav,stable,8036.96,0.37,82048
opntitle-1.4.sav,today,9356.99,0.17,38956
opntitle-1.4.sav,yesterday,9428.99,0.35,38944
opntitle-1.5.sav,baseline,12841.58,0.15,82040
opntitle-1.5.sav,stable,10838.63,0.40,83172
opntitle-1.5.sav,today,13412.25,0.23,37716
opntitle-1.5.sav,yesterday,13516.16,0.25,37268
opntitle-1.7.sav,baseline,10704.78,0.30,78912
opntitle-1.7.sav,stable,8290.03,0.13,80580
opntitle-1.7.sav,today,9202.15,0.28,36084
opntitle-1.7.sav,yesterday,9218.86,0.26,36080
opntitle-1.9.sav,baseline,6421.43,0.16,53280
opntitle-1.9.sav,stable,6561.20,0.22,52628
opntitle-1.9.sav,today,7456.15,0.21,34004
opntitle-1.9.sav,yesterday,7352.51,0.08,33904
opntitle.sav,baseline,11971.42,0.06,78652
opntitle.sav,stable,10148.04,0.35,80788
opntitle.sav,today,7313.08,0.43,36224
opntitle.sav,yesterday,7424.38,0.24,35968
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,20631.63,0.26,135984
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20459.41,0.83,136748
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,16639.37,0.74,123180
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,16717.28,0.22,123148
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10809.38,0.08,88312
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,9969.37,0.34,89320
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9256.40,0.33,45152
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9210.07,0.35,45244
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11613.32,0.36,123200
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,13072.91,0.41,122912
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10545.15,0.27,79888
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10718.79,0.54,79884
wentbourne.sav,baseline,42423.87,0.31,302996
wentbourne.sav,stable,41777.08,0.19,294672
wentbourne.sav,today,40847.96,0.22,151576
wentbourne.sav,yesterday,41175.96,0.20,151944
