savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8789.61,0.12,86936
PublicServerGame_05_Final.sav,stable,8802.06,0.19,84984
PublicServerGame_05_Final.sav,today,8479.25,0.16,42196
PublicServerGame_05_Final.sav,yesterday,8505.43,0.16,42196
PublicServerGame_326_Final.sav,baseline,10078.52,0.11,84316
PublicServerGame_326_Final.sav,stable,9795.52,0.30,85420
PublicServerGame_326_Final.sav,today,9843.59,0.15,39680
PublicServerGame_326_Final.sav,yesterday,9824.41,0.25,39552
PublicServerGame_329_Final.sav,baseline,10375.33,0.80,112932
PublicServerGame_329_Final.sav,stable,10185.19,0.45,110032
PublicServerGame_329_Final.sav,today,9677.42,0.54,77552
PublicServerGame_329_Final.sav,yesterday,9719.03,0.62,77368
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8222.88,0.13,82772
lordaro_British-Railways-4th-Oct-2082.sav,stable,8077.38,0.16,83712
lordaro_British-Railways-4th-Oct-2082.sav,today,1292.66,0.23,42624
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1302.39,0.16,42752
lordaro_biggest_town_ever.sav,baseline,6020.66,0.89,101216
lordaro_biggest_town_ever.sav,stable,5542.24,0.21,100252
lordaro_biggest_town_ever.sav,today,7646.83,0.30,86140
lordaro_biggest_town_ever.sav,yesterday,7850.63,0.38,85880
opntitle-1.0.sav,baseline,6429.71,0.27,53152
opntitle-1.0.sav,stable,6584.21,0.73,51176
opntitle-1.0.sav,today,7440.55,0.24,32640
opntitle-1.0.sav,yesterday,7453.90,0.17,32896
opntitle-1.1.sav,baseline,11330.92,0.30,79692
opntitle-1.1.sav,stable,8707.08,0.29,81392
opntitle-1.1.sav,today,9254.99,0.31,36284
opntitle-1.1.sav,yesterday,9148.87,0.25,36216
opntitle-1.2.sav,baseline,6577.64,0.26,55512
opntitle-1.2.sav,stable,6688.54,0.23,54768
opntitle-1.2.sav,today,7610.74,0.19,36720
opntitle-1.2.sav,yesterday,7675.65,0.57,36468
opntitle-1.3.sav,baseline,6438.37,0.44,55488
opntitle-1.3.sav,stable,6557.50,0.27,54292
opntitle-1.3.sav,today,7435.41,0.17,36208
opntitle-1.3.sav,yesterday,7462.27,0.17,36212
opntitle-1.4.sav,baseline,9124.70,0.32,82560
opntitle-1.4.sav,stable,8003.87,0.30,82452
opntitle-1.4.sav,today,9423.42,0.33,38820
opntitle-1.4.sav,yesterday,9413.16,0.37,39204
opntitle-1.5.sav,baseline,13170.46,0.45,82108
opntitle-1.5.sav,stable,11321.85,0.23,82884
opntitle-1.5.sav,today,14485.97,0.47,37644
opntitle-1.5.sav,yesterday,13704.65,0.62,37648
opntitle-1.7.sav,baseline,9531.01,0.13,78784
opntitle-1.7.sav,stable,7524.43,0.41,80244
opntitle-1.7.sav,today,8215.27,0.34,36208
opntitle-1.7.sav,yesterday,8205.87,0.68,36464
opntitle-1.9.sav,baseline,6463.10,0.38,53160
opntitle-1.9.sav,stable,6593.76,0.39,51812
opntitle-1.9.sav,today,7479.07,0.34,34164
opntitle-1.9.sav,yesterday,7485.33,0.40,33780
opntitle.sav,baseline,11962.41,0.13,78696
opntitle.sav,stable,10104.34,0.20,81376
opntitle.sav,today,7326.06,0.34,36096
opntitle.sav,yesterday,7341.39,0.34,35840
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,21139.73,0.78,135916
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20432.36,0.84,136760
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15459.82,0.67,123152
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,17294.96,0.77,123152
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11096.69,0.23,88380
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10116.91,0.22,89576
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9375.76,0.24,44992
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9276.35,0.28,45120
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,10776.23,0.26,123192
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,11992.85,0.10,123284
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,9565.94,0.28,79764
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,9573.85,0.13,79636
wentbourne.sav,baseline,42459.19,0.52,301140
wentbourne.sav,stable,42045.62,0.75,294736
wentbourne.sav,today,40544.34,0.76,151440
wentbourne.sav,yesterday,42216.10,0.52,151576
