savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8824.00,0.54,86992
PublicServerGame_05_Final.sav,stable,8772.37,0.17,85396
PublicServerGame_05_Final.sav,today,8224.87,0.16,45968
PublicServerGame_05_Final.sav,yesterday,8253.86,0.20,45908
PublicServerGame_326_Final.sav,baseline,10032.68,0.20,84296
PublicServerGame_326_Final.sav,stable,9773.77,0.08,84832
PublicServerGame_326_Final.sav,today,9496.06,0.12,100320
PublicServerGame_326_Final.sav,yesterday,9609.52,0.08,100420
PublicServerGame_329_Final.sav,baseline,9708.84,0.38,113288
PublicServerGame_329_Final.sav,stable,9759.63,0.72,110176
PublicServerGame_329_Final.sav,today,8914.04,0.22,81560
PublicServerGame_329_Final.sav,yesterday,8933.23,0.77,81868
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8293.43,0.40,82960
lordaro_British-Railways-4th-Oct-2082.sav,stable,8166.08,0.09,83620
lordaro_British-Railways-4th-Oct-2082.sav,today,8041.19,0.22,42112
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,8028.97,0.18,44384
lordaro_biggest_town_ever.sav,baseline,5076.83,0.10,101288
lordaro_biggest_town_ever.sav,stable,5159.74,0.44,100104
lordaro_biggest_town_ever.sav,today,5214.97,0.16,86664
lordaro_biggest_town_ever.sav,yesterday,5204.37,0.17,86628
opntitle-1.0.sav,baseline,6382.97,0.38,53276
opntitle-1.0.sav,stable,6525.75,0.22,51296
opntitle-1.0.sav,today,7254.74,0.05,31744
opntitle-1.0.sav,yesterday,7423.02,0.10,32384
opntitle-1.1.sav,baseline,11397.17,0.43,79780
opntitle-1.1.sav,stable,8721.27,0.19,81372
opntitle-1.1.sav,today,9360.21,0.28,60436
opntitle-1.1.sav,yesterday,9906.27,0.37,61536
opntitle-1.2.sav,baseline,6476.97,0.10,55504
opntitle-1.2.sav,stable,6641.67,0.14,54664
opntitle-1.2.sav,today,7433.16,0.15,35836
opntitle-1.2.sav,yesterday,7593.16,0.58,35668
opntitle-1.3.sav,baseline,6371.72,0.26,55488
opntitle-1.3.sav,stable,6559.11,0.46,54560
opntitle-1.3.sav,today,7302.62,0.31,35452
opntitle-1.3.sav,yesterday,7470.94,0.27,35280
opntitle-1.4.sav,baseline,9742.32,0.15,82592
opntitle-1.4.sav,stable,8725.92,0.14,82428
opntitle-1.4.sav,today,9461.43,0.27,40408
opntitle-1.4.sav,yesterday,9457.35,0.40,41056
opntitle-1.5.sav,baseline,12782.46,0.33,82072
opntitle-1.5.sav,stable,10832.18,0.17,82996
opntitle-1.5.sav,today,14272.47,0.32,224656
opntitle-1.5.sav,yesterday,14876.88,0.26,230564
opntitle-1.7.sav,baseline,10885.52,0.30,78824
opntitle-1.7.sav,stable,8308.34,0.21,80600
opntitle-1.7.sav,today,9685.47,0.41,185080
opntitle-1.7.sav,yesterday,10128.18,0.46,190292
opntitle-1.9.sav,baseline,6347.24,0.04,53152
opntitle-1.9.sav,stable,6519.54,0.09,51660
opntitle-1.9.sav,today,7329.91,0.42,33536
opntitle-1.9.sav,yesterday,7455.33,0.06,33360
opntitle.sav,baseline,12096.71,0.22,78792
opntitle.sav,stable,10194.36,0.22,81096
opntitle.sav,today,10477.01,0.23,36904
opntitle.sav,yesterday,10755.08,0.41,36992
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,19305.25,0.45,136188
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,19331.42,0.90,136840
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15411.22,0.56,123264
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,14913.19,0.54,123304
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11424.33,0.32,88572
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10485.36,0.78,89432
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,10198.37,0.29,98652
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,10323.46,0.40,100228
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,10738.18,0.27,123340
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12143.89,0.33,122652
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,9950.48,0.26,84960
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10303.49,0.36,86896
wentbourne.sav,baseline,46808.72,0.34,300628
wentbourne.sav,stable,46366.08,0.15,294728
wentbourne.sav,today,44291.96,0.34,159572
wentbourne.sav,yesterday,44547.13,0.29,161128
