savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8776.06,0.13,87036
PublicServerGame_05_Final.sav,stable,8754.78,0.13,85568
PublicServerGame_05_Final.sav,today,8214.78,0.12,45900
PublicServerGame_05_Final.sav,yesterday,8345.34,0.67,45716
PublicServerGame_326_Final.sav,baseline,10163.62,0.26,84268
PublicServerGame_326_Final.sav,stable,9881.25,0.35,85212
PublicServerGame_326_Final.sav,today,9457.77,0.10,42592
PublicServerGame_326_Final.sav,yesterday,9506.71,0.34,42820
PublicServerGame_329_Final.sav,baseline,9971.38,0.71,113244
PublicServerGame_329_Final.sav,stable,10082.44,0.46,109836
PublicServerGame_329_Final.sav,today,8962.28,0.32,81308
PublicServerGame_329_Final.sav,yesterday,9304.04,0.88,81500
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8546.30,0.25,82940
lordaro_British-Railways-4th-Oct-2082.sav,stable,8349.65,0.20,83728
lordaro_British-Railways-4th-Oct-2082.sav,today,8349.29,0.66,44416
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,8296.11,0.58,44164
lordaro_biggest_town_ever.sav,baseline,6196.51,0.75,101192
lordaro_biggest_town_ever.sav,stable,6494.13,0.73,100048
lordaro_biggest_town_ever.sav,today,6388.72,0.61,86508
lordaro_biggest_town_ever.sav,yesterday,5396.83,0.51,86492
opntitle-1.0.sav,baseline,6331.05,0.06,53276
opntitle-1.0.sav,stable,6519.64,0.28,51208
opntitle-1.0.sav,today,7665.77,0.07,32000
opntitle-1.0.sav,yesterday,7626.78,0.12,31872
opntitle-1.1.sav,baseline,11201.93,0.17,79536
opntitle-1.1.sav,stable,8711.50,0.33,81468
opntitle-1.1.sav,today,9317.22,0.49,38240
opntitle-1.1.sav,yesterday,9454.58,0.21,40272
opntitle-1.2.sav,baseline,6487.20,0.22,55492
opntitle-1.2.sav,stable,6655.21,0.18,54476
opntitle-1.2.sav,today,7769.47,0.13,35684
opntitle-1.2.sav,yesterday,7830.60,0.30,35788
opntitle-1.3.sav,baseline,6341.10,0.12,55508
opntitle-1.3.sav,stable,6558.94,0.59,54756
opntitle-1.3.sav,today,7670.74,0.08,35428
opntitle-1.3.sav,yesterday,7653.22,0.39,35408
opntitle-1.4.sav,baseline,9460.34,0.89,82708
opntitle-1.4.sav,stable,8201.74,0.27,82544
opntitle-1.4.sav,today,8779.73,0.40,41460
opntitle-1.4.sav,yesterday,8798.84,0.13,41436
opntitle-1.5.sav,baseline,12683.02,0.31,82144
opntitle-1.5.sav,stable,10833.63,0.19,83440
opntitle-1.5.sav,today,13469.50,0.37,40392
opntitle-1.5.sav,yesterday,13373.70,0.30,40248
opntitle-1.7.sav,baseline,10799.32,0.27,78796
opntitle-1.7.sav,stable,8289.06,0.18,80528
opntitle-1.7.sav,today,8805.70,0.66,38488
opntitle-1.7.sav,yesterday,8851.20,0.27,38344
opntitle-1.9.sav,baseline,6361.92,0.15,53276
opntitle-1.9.sav,stable,6568.52,0.30,51752
opntitle-1.9.sav,today,7678.52,0.18,33252
opntitle-1.9.sav,yesterday,7660.77,0.25,33356
opntitle.sav,baseline,12182.33,0.13,78680
opntitle.sav,stable,10186.81,0.30,80708
opntitle.sav,today,9643.90,0.62,37136
opntitle.sav,yesterday,9586.23,0.35,37376
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,21503.75,0.53,135832
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,21973.18,0.46,137100
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,17337.95,0.57,125432
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,16937.70,0.65,125152
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11046.59,0.20,88352
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10096.07,0.10,88900
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9646.89,0.19,44964
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9599.95,0.23,44936
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11107.28,0.10,123228
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12552.96,0.40,123520
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10348.43,0.72,84796
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,10326.81,0.35,84780
wentbourne.sav,baseline,45664.69,0.61,301080
wentbourne.sav,stable,47150.33,0.86,294984
wentbourne.sav,today,42374.96,0.80,157100
wentbourne.sav,yesterday,42261.27,0.71,154340
