savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8759.64,0.30,87024
PublicServerGame_05_Final.sav,stable,8772.48,0.19,85292
PublicServerGame_05_Final.sav,today,8522.84,0.39,42040
PublicServerGame_05_Final.sav,yesterday,8583.76,0.14,42192
PublicServerGame_326_Final.sav,baseline,10007.77,0.10,84240
PublicServerGame_326_Final.sav,stable,9751.54,0.16,84792
PublicServerGame_326_Final.sav,today,9824.15,0.26,39424
PublicServerGame_326_Final.sav,yesterday,9971.61,0.23,39296
PublicServerGame_329_Final.sav,baseline,10058.59,0.73,112868
PublicServerGame_329_Final.sav,stable,10124.68,0.51,109740
PublicServerGame_329_Final.sav,today,9333.59,0.25,77180
PublicServerGame_329_Final.sav,yesterday,9327.32,0.56,77332
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8448.65,0.11,82836
lordaro_British-Railways-4th-Oct-2082.sav,stable,8318.56,0.44,83868
lordaro_British-Railways-4th-Oct-2082.sav,today,1318.77,0.25,41984
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1344.15,0.49,42496
lordaro_biggest_town_ever.sav,baseline,5834.06,0.89,101084
lordaro_biggest_town_ever.sav,stable,5950.11,0.65,99928
lordaro_biggest_town_ever.sav,today,8245.72,0.88,85980
lordaro_biggest_town_ever.sav,yesterday,8097.54,0.42,85624
opntitle-1.0.sav,baseline,6412.73,0.20,53156
opntitle-1.0.sav,stable,6529.88,0.12,51168
opntitle-1.0.sav,today,7581.83,0.13,32512
opntitle-1.0.sav,yesterday,7398.66,0.26,32384
opntitle-1.1.sav,baseline,11062.92,0.58,79572
opntitle-1.1.sav,stable,8595.49,0.42,81748
opntitle-1.1.sav,today,9129.13,0.28,35920
opntitle-1.1.sav,yesterday,9159.26,0.29,36080
opntitle-1.2.sav,baseline,6561.09,0.10,55496
opntitle-1.2.sav,stable,6724.82,0.44,54632
opntitle-1.2.sav,today,7710.84,0.06,36336
opntitle-1.2.sav,yesterday,7528.59,0.17,36464
opntitle-1.3.sav,baseline,6434.15,0.14,55496
opntitle-1.3.sav,stable,6563.88,0.32,54132
opntitle-1.3.sav,today,7591.46,0.07,35924
opntitle-1.3.sav,yesterday,7377.79,0.13,35960
opntitle-1.4.sav,baseline,9161.69,0.30,82624
opntitle-1.4.sav,stable,8053.02,0.17,83128
opntitle-1.4.sav,today,9747.19,0.11,38376
opntitle-1.4.sav,yesterday,9836.89,0.45,38816
opntitle-1.5.sav,baseline,12835.43,0.14,81976
opntitle-1.5.sav,stable,10917.00,0.28,83016
opntitle-1.5.sav,today,13766.83,0.32,37288
opntitle-1.5.sav,yesterday,13960.02,0.29,37380
opntitle-1.7.sav,baseline,10991.09,0.45,78896
opntitle-1.7.sav,stable,8414.41,0.23,80484
opntitle-1.7.sav,today,9544.93,0.26,36048
opntitle-1.7.sav,yesterday,9570.49,0.15,36076
opntitle-1.9.sav,baseline,6603.67,0.09,53448
opntitle-1.9.sav,stable,6572.69,0.21,51152
opntitle-1.9.sav,today,7592.35,0.09,34004
opntitle-1.9.sav,yesterday,7385.36,0.06,34028
opntitle.sav,baseline,11961.37,0.18,78764
opntitle.sav,stable,10075.11,0.13,80976
opntitle.sav,today,7367.36,0.38,35840
opntitle.sav,yesterday,7362.09,0.41,35712
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,20993.76,0.63,135400
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20463.78,0.65,136736
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15756.77,0.74,123016
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,15906.89,0.77,123020
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10922.19,0.26,88172
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10111.74,0.17,89744
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9236.74,0.27,44908
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9275.35,0.74,45192
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11141.59,0.63,123200
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12485.51,0.56,123280
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,10257.89,0.64,79504
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,9939.65,0.80,79792
wentbourne.sav,baseline,48233.35,0.17,301116
wentbourne.sav,stable,48151.91,0.55,295076
wentbourne.sav,today,46004.95,0.61,139272
wentbourne.sav,yesterday,43818.42,0.24,151284
