savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8798.43,0.33,86900
PublicServerGame_05_Final.sav,stable,8802.23,0.34,85008
PublicServerGame_05_Final.sav,today,8473.73,0.28,42308
PublicServerGame_05_Final.sav,yesterday,8475.85,0.16,42308
PublicServerGame_326_Final.sav,baseline,10079.56,0.11,84232
PublicServerGame_326_Final.sav,stable,9820.47,0.27,84940
PublicServerGame_326_Final.sav,today,9972.22,0.40,39424
PublicServerGame_326_Final.sav,yesterday,9879.07,0.62,39552
PublicServerGame_329_Final.sav,baseline,10123.11,0.86,113012
PublicServerGame_329_Final.sav,stable,10242.03,0.53,110060
PublicServerGame_329_Final.sav,today,9807.65,0.45,77264
PublicServerGame_329_Final.sav,yesterday,9676.11,0.62,77264
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8226.81,0.13,82876
lordaro_British-Railways-4th-Oct-2082.sav,stable,8099.83,0.52,83744
lordaro_British-Railways-4th-Oct-2082.sav,today,1288.48,0.14,42368
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1289.80,0.52,42624
lordaro_biggest_town_ever.sav,baseline,5972.92,0.72,101188
lordaro_biggest_town_ever.sav,stable,5930.75,0.54,100040
lordaro_biggest_town_ever.sav,today,8072.76,0.44,85996
lordaro_biggest_town_ever.sav,yesterday,8514.46,0.31,85872
opntitle-1.0.sav,baseline,6448.11,0.47,53156
opntitle-1.0.sav,stable,6532.75,0.19,50688
opntitle-1.0.sav,today,7402.68,0.13,32512
opntitle-1.0.sav,yesterday,7434.56,0.48,32640
opntitle-1.1.sav,baseline,11183.99,0.36,79648
opntitle-1.1.sav,stable,8686.65,0.13,81080
opntitle-1.1.sav,today,9369.99,0.87,36208
opntitle-1.1.sav,yesterday,9248.03,0.31,36200
opntitle-1.2.sav,baseline,6626.04,0.87,55500
opntitle-1.2.sav,stable,6686.75,0.13,54908
opntitle-1.2.sav,today,7535.27,0.15,36584
opntitle-1.2.sav,yesterday,7565.23,0.84,36592
opntitle-1.3.sav,baseline,6416.95,0.07,55496
opntitle-1.3.sav,stable,6551.43,0.33,54868
opntitle-1.3.sav,today,7391.13,0.21,36196
opntitle-1.3.sav,yesterday,7367.22,0.08,36196
opntitle-1.4.sav,baseline,9097.50,0.19,82596
opntitle-1.4.sav,stable,8024.45,0.30,83012
opntitle-1.4.sav,today,9751.35,0.20,38816
opntitle-1.4.sav,yesterday,9837.54,0.25,38948
opntitle-1.5.sav,baseline,12872.76,0.20,82096
opntitle-1.5.sav,stable,10910.68,0.16,82872
opntitle-1.5.sav,today,13934.26,0.27,37256
opntitle-1.5.sav,yesterday,13992.23,0.07,37380
opntitle-1.7.sav,baseline,11094.67,0.34,78848
opntitle-1.7.sav,stable,8366.15,0.11,80408
opntitle-1.7.sav,today,9567.95,0.37,36320
opntitle-1.7.sav,yesterday,9457.39,0.12,36324
opntitle-1.9.sav,baseline,6432.24,0.13,53152
opntitle-1.9.sav,stable,6596.68,0.34,51280
opntitle-1.9.sav,today,7425.08,0.17,34032
opntitle-1.9.sav,yesterday,7404.57,0.06,34024
opntitle.sav,baseline,11978.42,0.46,78684
opntitle.sav,stable,10119.43,0.40,80816
opntitle.sav,today,7350.41,0.37,35840
opntitle.sav,yesterday,7326.39,0.36,35840
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,21575.60,0.64,136264
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,19636.20,0.67,136944
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15433.46,0.67,123008
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,15315.71,0.53,123012
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11047.03,0.31,88216
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10017.36,0.15,89528
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9241.92,0.30,44992
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9147.92,0.40,44892
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11243.45,0.43,123232
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12599.06,0.62,123096
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,8188.42,0.36,79920
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,7890.51,0.40,80048
wentbourne.sav,baseline,47691.68,0.58,301132
wentbourne.sav,stable,48113.50,0.73,295020
wentbourne.sav,today,46959.00,0.52,151276
wentbourne.sav,yesterday,47009.27,0.38,151360
