savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8979.28,0.06,86868
PublicServerGame_05_Final.sav,stable,8898.47,0.22,85104
PublicServerGame_05_Final.sav,today,9457.84,0.17,41644
PublicServerGame_05_Final.sav,yesterday,9417.95,0.12,40364
PublicServerGame_326_Final.sav,baseline,10130.66,0.13,84120
PublicServerGame_326_Final.sav,stable,9850.24,0.25,84936
PublicServerGame_326_Final.sav,today,10022.10,0.16,39040
PublicServerGame_326_Final.sav,yesterday,10029.81,0.21,37632
PublicServerGame_329_Final.sav,baseline,9631.10,0.22,112740
PublicServerGame_329_Final.sav,stable,9577.70,0.22,109824
PublicServerGame_329_Final.sav,today,8620.83,0.49,75076
PublicServerGame_329_Final.sav,yesterday,8667.77,0.32,74736
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8334.58,0.57,83172
lordaro_British-Railways-4th-Oct-2082.sav,stable,8298.06,0.05,83564
lordaro_British-Railways-4th-Oct-2082.sav,today,1281.46,0.56,42240
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1279.15,0.27,40448
lordaro_biggest_town_ever.sav,baseline,5767.19,0.46,101152
lordaro_biggest_town_ever.sav,stable,5788.58,0.53,99968
lordaro_biggest_town_ever.sav,today,8601.84,0.62,86072
lordaro_biggest_town_ever.sav,yesterday,8448.50,0.72,85948
opntitle-1.0.sav,baseline,6435.54,0.06,51292
opntitle-1.0.sav,stable,6547.89,0.15,50784
opntitle-1.0.sav,today,7432.78,0.13,33152
opntitle-1.0.sav,yesterday,7426.55,0.30,32768
opntitle-1.1.sav,baseline,11513.58,0.31,79568
opntitle-1.1.sav,stable,8914.45,0.23,81276
opntitle-1.1.sav,today,9195.23,0.29,35980
opntitle-1.1.sav,yesterday,9311.86,0.44,34964
opntitle-1.2.sav,baseline,6597.93,0.05,53276
opntitle-1.2.sav,stable,6693.39,0.11,52460
opntitle-1.2.sav,today,7570.73,0.09,33968
opntitle-1.2.sav,yesterday,7531.14,0.16,34472
opntitle-1.3.sav,baseline,6458.36,0.14,53276
opntitle-1.3.sav,stable,6605.92,0.38,52452
opntitle-1.3.sav,today,7438.41,0.28,33716
opntitle-1.3.sav,yesterday,7443.10,0.29,33912
opntitle-1.4.sav,baseline,9418.58,0.18,82420
opntitle-1.4.sav,stable,8433.58,0.24,82536
opntitle-1.4.sav,today,10157.52,0.39,36928
opntitle-1.4.sav,yesterday,10048.76,0.27,35904
opntitle-1.5.sav,baseline,12888.46,0.20,82596
opntitle-1.5.sav,stable,10942.77,0.20,83144
opntitle-1.5.sav,today,12751.34,0.15,36880
opntitle-1.5.sav,yesterday,12735.42,0.21,35856
opntitle-1.7.sav,baseline,10976.95,0.16,79116
opntitle-1.7.sav,stable,8411.62,0.15,80160
opntitle-1.7.sav,today,9041.64,0.45,35600
opntitle-1.7.sav,yesterday,9094.64,0.35,34592
opntitle-1.9.sav,baseline,6452.67,0.07,52064
opntitle-1.9.sav,stable,6579.00,0.38,51544
opntitle-1.9.sav,today,7487.74,0.16,33716
opntitle-1.9.sav,yesterday,7440.88,0.49,33848
opntitle.sav,baseline,12226.18,0.36,78580
opntitle.sav,stable,10334.22,0.29,81100
opntitle.sav,today,7228.44,0.65,35584
opntitle.sav,yesterday,7165.29,0.27,34816
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,19029.32,0.32,136536
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,18661.39,0.20,137580
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,14308.75,0.63,121348
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,14119.74,0.88,121976
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11231.87,0.33,88236
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10104.89,0.19,88920
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,9559.53,0.81,44192
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,9417.56,0.32,42532
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11342.72,0.71,123012
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12593.51,0.34,124408
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,7908.17,0.64,78944
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,7993.89,0.68,78780
wentbourne.sav,baseline,44507.97,0.26,300800
wentbourne.sav,stable,43444.48,0.22,296032
wentbourne.sav,today,39693.08,0.63,124200
wentbourne.sav,yesterday,39431.43,0.42,124176
