savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8988.50,0.29,86768
PublicServerGame_05_Final.sav,stable,8914.27,0.46,85180
PublicServerGame_05_Final.sav,today,8601.84,0.26,43244
PublicServerGame_05_Final.sav,yesterday,8524.87,0.25,41788
PublicServerGame_326_Final.sav,baseline,10234.43,0.07,84200
PublicServerGame_326_Final.sav,stable,9961.10,0.17,84740
PublicServerGame_326_Final.sav,today,9926.47,0.49,40064
PublicServerGame_326_Final.sav,yesterday,9925.53,0.32,39552
PublicServerGame_329_Final.sav,baseline,9871.31,0.40,113032
PublicServerGame_329_Final.sav,stable,9684.94,0.20,110000
PublicServerGame_329_Final.sav,today,8779.72,0.71,76408
PublicServerGame_329_Final.sav,yesterday,8883.89,0.61,75952
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8347.79,0.19,82832
lordaro_British-Railways-4th-Oct-2082.sav,stable,8373.53,0.16,83452
lordaro_British-Railways-4th-Oct-2082.sav,today,1295.78,0.18,41728
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1298.97,0.53,41728
lordaro_biggest_town_ever.sav,baseline,5376.40,0.21,101152
lordaro_biggest_town_ever.sav,stable,5317.85,0.41,99952
lordaro_biggest_town_ever.sav,today,7679.13,0.61,87744
lordaro_biggest_town_ever.sav,yesterday,7883.80,0.75,87104
opntitle-1.0.sav,baseline,6462.18,0.37,51296
opntitle-1.0.sav,stable,6545.82,0.15,50780
opntitle-1.0.sav,today,7392.90,0.12,34560
opntitle-1.0.sav,yesterday,7467.41,0.15,33920
opntitle-1.1.sav,baseline,11384.02,0.46,79656
opntitle-1.1.sav,stable,8735.15,0.27,81040
opntitle-1.1.sav,today,8847.16,0.69,38480
opntitle-1.1.sav,yesterday,8884.52,0.26,36304
opntitle-1.2.sav,baseline,6583.37,0.08,53280
opntitle-1.2.sav,stable,6714.85,0.25,52320
opntitle-1.2.sav,today,7515.99,0.21,36040
opntitle-1.2.sav,yesterday,7604.67,0.39,35384
opntitle-1.3.sav,baseline,6437.29,0.07,53276
opntitle-1.3.sav,stable,6550.77,0.20,52312
opntitle-1.3.sav,today,7402.55,0.14,35128
opntitle-1.3.sav,yesterday,7499.95,0.29,35388
opntitle-1.4.sav,baseline,9122.81,0.37,82524
opntitle-1.4.sav,stable,8223.46,0.50,82628
opntitle-1.4.sav,today,8139.60,0.27,37760
opntitle-1.4.sav,yesterday,8164.72,0.34,37452
opntitle-1.5.sav,baseline,12955.78,0.11,82560
opntitle-1.5.sav,stable,10961.07,0.27,82832
opntitle-1.5.sav,today,12409.89,0.17,37580
opntitle-1.5.sav,yesterday,12620.73,0.08,37464
opntitle-1.7.sav,baseline,11106.51,0.37,78620
opntitle-1.7.sav,stable,8613.42,0.26,80292
opntitle-1.7.sav,today,8717.22,0.30,37072
opntitle-1.7.sav,yesterday,8794.78,0.48,36048
opntitle-1.9.sav,baseline,6467.24,0.10,53276
opntitle-1.9.sav,stable,6600.67,0.40,51548
opntitle-1.9.sav,today,7398.45,0.21,35000
opntitle-1.9.sav,yesterday,7461.65,0.08,35128
opntitle.sav,baseline,12113.48,0.19,78520
opntitle.sav,stable,10314.04,0.37,80976
opntitle.sav,today,7314.11,0.45,37120
opntitle.sav,yesterday,7305.61,0.61,36224
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,20451.17,0.12,137080
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20267.30,0.58,138024
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15480.90,0.70,124488
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,15273.18,0.50,125452
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10624.41,0.36,88204
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,9699.60,0.30,89060
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,8624.33,0.21,44008
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,8597.44,0.22,43500
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,14553.78,0.82,122752
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,15792.46,0.89,123688
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,9417.52,0.57,80468
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,9450.24,0.88,80836
wentbourne.sav,baseline,48677.04,0.82,300896
wentbourne.sav,stable,49526.21,0.39,295900
wentbourne.sav,today,44601.50,0.30,125552
wentbourne.sav,yesterday,44746.93,0.66,125424
