savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8905.47,0.15,86780
PublicServerGame_05_Final.sav,stable,8846.61,0.15,85192
PublicServerGame_05_Final.sav,today,8564.29,0.19,42956
PublicServerGame_05_Final.sav,yesterday,8515.96,0.29,41568
PublicServerGame_326_Final.sav,baseline,10195.18,0.20,84120
PublicServerGame_326_Final.sav,stable,9907.38,0.11,84780
PublicServerGame_326_Final.sav,today,9929.07,0.63,40832
PublicServerGame_326_Final.sav,yesterday,9929.73,0.18,39296
PublicServerGame_329_Final.sav,baseline,9944.46,0.28,113028
PublicServerGame_329_Final.sav,stable,9992.63,0.77,109820
PublicServerGame_329_Final.sav,today,9160.44,0.76,76356
PublicServerGame_329_Final.sav,yesterday,8818.49,0.39,76592
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8230.90,0.19,82836
lordaro_British-Railways-4th-Oct-2082.sav,stable,8318.13,0.23,83536
lordaro_British-Railways-4th-Oct-2082.sav,today,1284.91,0.15,41728
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,1276.46,0.20,41344
lordaro_biggest_town_ever.sav,baseline,5676.47,0.74,101784
lordaro_biggest_town_ever.sav,stable,5788.21,0.66,99948
lordaro_biggest_town_ever.sav,today,7681.54,0.78,87500
lordaro_biggest_town_ever.sav,yesterday,7660.80,0.65,87524
opntitle-1.0.sav,baseline,6437.98,0.10,52056
opntitle-1.0.sav,stable,6549.31,0.21,50780
opntitle-1.0.sav,today,7469.87,0.20,34560
opntitle-1.0.sav,yesterday,7424.26,0.04,33920
opntitle-1.1.sav,baseline,11229.94,0.22,79744
opntitle-1.1.sav,stable,8710.68,0.11,81228
opntitle-1.1.sav,today,8739.60,0.26,36816
opntitle-1.1.sav,yesterday,8696.45,0.36,36320
opntitle-1.2.sav,baseline,6596.82,0.15,53404
opntitle-1.2.sav,stable,6706.56,0.28,52336
opntitle-1.2.sav,today,7574.22,0.08,35020
opntitle-1.2.sav,yesterday,7618.79,0.72,35044
opntitle-1.3.sav,baseline,6467.33,0.26,53276
opntitle-1.3.sav,stable,6546.03,0.12,52312
opntitle-1.3.sav,today,7489.96,0.22,35124
opntitle-1.3.sav,yesterday,7460.71,0.29,35168
opntitle-1.4.sav,baseline,9337.24,0.73,82620
opntitle-1.4.sav,stable,8327.15,0.53,82380
opntitle-1.4.sav,today,8218.47,0.39,38272
opntitle-1.4.sav,yesterday,8176.92,0.12,37368
opntitle-1.5.sav,baseline,13099.91,0.14,81916
opntitle-1.5.sav,stable,11055.32,0.19,83208
opntitle-1.5.sav,today,12505.75,0.26,37712
opntitle-1.5.sav,yesterday,12472.00,0.14,37376
opntitle-1.7.sav,baseline,11129.32,0.35,78724
opntitle-1.7.sav,stable,8471.20,0.16,80292
opntitle-1.7.sav,today,8728.67,0.25,36044
opntitle-1.7.sav,yesterday,8801.56,0.72,35996
opntitle-1.9.sav,baseline,6452.96,0.06,52184
opntitle-1.9.sav,stable,6542.72,0.13,51548
opntitle-1.9.sav,today,7478.47,0.20,35020
opntitle-1.9.sav,yesterday,7441.96,0.06,35044
opntitle.sav,baseline,12286.95,0.31,78548
opntitle.sav,stable,10484.73,0.22,80848
opntitle.sav,today,7374.60,0.41,37120
opntitle.sav,yesterday,7276.55,0.16,36352
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,20296.44,0.48,137360
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,20043.96,0.20,139016
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,15207.22,0.43,124444
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,15162.10,0.64,124464
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,10997.03,0.27,88088
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10053.13,0.17,88540
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,8837.75,0.35,44004
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,8904.86,0.29,43636
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,12205.62,0.79,124436
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,13817.29,0.83,123496
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,8749.51,0.89,80740
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,9076.46,0.84,80336
wentbourne.sav,baseline,45495.95,0.80,304336
wentbourne.sav,stable,45505.42,0.61,295648
wentbourne.sav,today,43357.30,0.87,125788
wentbourne.sav,yesterday,41395.47,0.37,125432
