savegame,version,cpu,cpu_stddev,memory
PublicServerGame_05_Final.sav,baseline,8927.84,0.32,86936
PublicServerGame_05_Final.sav,stable,8941.36,0.21,85652
PublicServerGame_05_Final.sav,today,8228.47,0.31,43812
PublicServerGame_05_Final.sav,yesterday,8236.19,0.39,43836
PublicServerGame_326_Final.sav,baseline,10052.49,0.07,84320
PublicServerGame_326_Final.sav,stable,9771.42,0.18,85056
PublicServerGame_326_Final.sav,today,8981.86,0.05,37516
PublicServerGame_326_Final.sav,yesterday,8936.45,0.23,38884
PublicServerGame_329_Final.sav,baseline,10119.28,0.67,113236
PublicServerGame_329_Final.sav,stable,9923.94,0.76,109828
PublicServerGame_329_Final.sav,today,9999.99,0.74,75948
PublicServerGame_329_Final.sav,yesterday,9209.13,0.82,75764
lordaro_British-Railways-4th-Oct-2082.sav,baseline,8277.59,0.20,83008
lordaro_British-Railways-4th-Oct-2082.sav,stable,8129.70,0.28,83716
lordaro_British-Railways-4th-Oct-2082.sav,today,8175.92,0.17,42284
lordaro_British-Railways-4th-Oct-2082.sav,yesterday,8277.63,0.22,40192
lordaro_biggest_town_ever.sav,baseline,5483.56,0.89,101184
lordaro_biggest_town_ever.sav,stable,5502.01,0.40,100112
lordaro_biggest_town_ever.sav,today,5611.50,0.48,79664
lordaro_biggest_town_ever.sav,yesterday,5605.71,0.52,79604
opntitle-1.0.sav,baseline,6359.30,0.24,53276
opntitle-1.0.sav,stable,6540.40,0.15,51164
opntitle-1.0.sav,today,7256.85,0.09,29824
opntitle-1.0.sav,yesterday,7112.03,0.14,29568
opntitle-1.1.sav,baseline,11153.18,0.16,79676
opntitle-1.1.sav,stable,8660.27,0.35,80816
opntitle-1.1.sav,today,7156.69,0.34,33340
opntitle-1.1.sav,yesterday,7193.47,0.24,34404
opntitle-1.2.sav,baseline,6518.15,0.23,55488
opntitle-1.2.sav,stable,6671.98,0.24,54268
opntitle-1.2.sav,today,7434.71,0.39,33508
opntitle-1.2.sav,yesterday,7298.89,0.26,33632
opntitle-1.3.sav,baseline,6340.53,0.05,55492
opntitle-1.3.sav,stable,6518.07,0.14,54596
opntitle-1.3.sav,today,7242.55,0.18,33000
opntitle-1.3.sav,yesterday,7132.46,0.28,33124
opntitle-1.4.sav,baseline,9112.08,0.16,82664
opntitle-1.4.sav,stable,8044.88,0.24,83108
opntitle-1.4.sav,today,8627.08,0.16,36732
opntitle-1.4.sav,yesterday,8604.80,0.22,37500
opntitle-1.5.sav,baseline,12681.48,0.11,82164
opntitle-1.5.sav,stable,10808.40,0.32,82604
opntitle-1.5.sav,today,11002.55,0.26,34512
opntitle-1.5.sav,yesterday,10908.17,0.11,34952
opntitle-1.7.sav,baseline,10904.67,0.23,78808
opntitle-1.7.sav,stable,8343.40,0.26,80496
opntitle-1.7.sav,today,6436.46,0.40,32920
opntitle-1.7.sav,yesterday,6424.81,0.30,34736
opntitle-1.9.sav,baseline,6385.20,0.23,53276
opntitle-1.9.sav,stable,6540.01,0.41,51460
opntitle-1.9.sav,today,7248.09,0.50,30952
opntitle-1.9.sav,yesterday,7115.86,0.15,31200
opntitle.sav,baseline,12071.56,0.42,78688
opntitle.sav,stable,10099.66,0.18,81008
opntitle.sav,today,9033.88,0.45,33800
opntitle.sav,yesterday,8988.84,0.38,33228
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,baseline,18523.55,0.69,135996
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,stable,18278.29,0.44,137212
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,today,14171.81,0.35,120516
speed-test-600-15-Timbertrains-15th-Sep-2031.sav,yesterday,13967.78,0.31,122548
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,baseline,11176.72,0.22,88240
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,stable,10193.83,0.27,89652
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,today,8434.93,0.38,41804
timberwolf-Garnway-on-sea-Transport-1892-01-04.sav,yesterday,8336.97,0.21,41676
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,baseline,11111.50,0.41,123344
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,stable,12380.17,0.51,123684
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,today,9732.83,0.39,77892
timberwolf-Northern-Canal-Cooperative-1847-04-18.sav,yesterday,9620.87,0.27,77760
wentbourne.sav,baseline,45244.66,0.32,300948
wentbourne.sav,stable,44546.25,0.22,294944
wentbourne.sav,today,42339.60,0.40,149284
wentbourne.sav,yesterday,42290.70,0.51,149156
